Port,Service level,TPT,Origin Port,Carrier,Order ID,Order Date,Ship ahead day count,Ship Late Day count,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight,minm_wgh_qty,max_wgh_qty,minimum cost,rate,mode_dsc,Distance,Vehicle Used,Milage,Daily Capacity,Cost/unit,Total Years
PORT04-PORT09,DTD,1,PORT04,V444_2,1447381330,27-Oct-21,0,0,V55555555555555_8,1689548,PLANT03,PORT09,1241,80.47978763,70.51,99.99,17.04,0.1575,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447205142,22-May-21,3,0,V55555555_5,1700143,PLANT03,PORT09,88511,80.71819679,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447329587,15-Jul-21,0,0,V55555555555555_8,1689548,PLANT03,PORT09,1285,81.47978763,70.51,99.99,17.04,0.1575,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447360917,2-Jun-21,3,0,V555555_6,1682802,PLANT03,PORT09,1288,81.48617338,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447360902,15-May-21,0,0,V555555555555555555_45,1688629,PLANT03,PORT09,1247,81.68265534,70.51,99.99,17.04,0.1575,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447133756,10-Jun-21,0,0,V55555_26,1664067,PLANT03,PORT09,9918,81.99495577,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447152773,11-Apr-21,0,0,V555555555_14,1670203,PLANT03,PORT09,1290,82.22,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447396727,15-Oct-21,0,0,V55555_26,1664069,PLANT03,PORT09,13440,82.27278605,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447145083,26-Feb-21,0,0,V5555555_22,1660579,PLANT03,PORT09,1116,82.37441009,70.51,99.99,17.04,0.1575,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447383146,26-Jul-21,0,0,V555555555555555555_45,1688629,PLANT03,PORT09,1338,82.40011658,70.51,99.99,17.04,0.1575,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447382544,21-Jun-21,0,0,V55555555_5,1688575,PLANT03,PORT09,1312,82.43409286,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447343990,9-Feb-21,5,0,V55555555555555_8,1657013,PLANT12,PORT09,428,83.025,70.51,99.99,17.04,0.1575,AIR,260,8,11,209,0.348,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447305232,25-Oct-21,0,0,V55555555_5,1675615,PLANT03,PORT09,10257,83.16,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447251100,18-Jan-21,5,0,V55555555_7,1660585,PLANT03,PORT09,1023,83.24885416,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT10-PORT09,DTD,3,PORT10,V444_5,1447363982,16-Mar-21,3,0,V55555_53,1697317,PLANT16,PORT09,716,83.36,68.04333592,45359.19546,24.84,0.22125,GROUND,580,3,15,457,0.864,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447216087,22-Oct-21,0,0,V5555555_30,1660579,PLANT03,PORT09,1288,83.39066599,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT10-PORT09,DTD,3,PORT10,V444_5,1447257425,12-Mar-21,3,0,V55555_53,1697883,PLANT16,PORT09,840,83.4,68.04333592,45359.19546,24.84,0.22125,GROUND,580,3,15,457,0.864,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447158001,20-Mar-21,0,0,V555555555_27,1668345,PLANT03,PORT09,1110,83.54,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447152748,29-Jun-21,0,0,V555555_34,1682829,PLANT03,PORT09,1262,83.55236774,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_2,1447405865,12-Sep-21,0,0,V5555555_22,1660579,PLANT03,PORT09,1228,83.87683537,70.51,99.99,17.04,0.1575,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447293784,8-Jan-21,0,0,V5555555_30,1660579,PLANT03,PORT09,1241,84.39066599,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTD,1,PORT04,V444_2,1447254080,6-Jan-21,5,0,V55555555555555_8,1688575,PLANT03,PORT09,1280,84.43409286,70.51,99.99,17.04,0.1575,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447285151,5-Apr-21,3,0,V55555555_5,1700142,PLANT03,PORT09,73102,84.49287742,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT10-PORT09,DTD,3,PORT10,V444_5,1447211552,20-Aug-21,3,0,V55555_53,1699336,PLANT16,PORT09,890,84.7,68.04333592,45359.19546,24.84,0.22125,GROUND,580,3,15,457,0.864,15
PORT04-PORT09,DTP,1,PORT04,V444_0,1447320651,15-Jan-21,3,0,V55555555_32,1699836,PLANT03,PORT09,9886,84.78,75.01,99999.99,21.945,0.19125,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447334423,26-Sep-21,3,0,V555555_6,1682805,PLANT03,PORT09,1236,84.9149748,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447326472,10-Sep-21,3,0,V555555_6,1663337,PLANT03,PORT09,1580,85.16,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_2,1447240038,28-Jan-21,5,0,V55555555555555_8,1688610,PLANT03,PORT09,944,85.23829966,70.51,99.99,17.04,0.1575,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447283237,25-Jan-21,3,0,V55555_2,1689548,PLANT03,PORT09,1517,85.37574516,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447309528,6-Oct-21,3,0,V55555555_5,1700142,PLANT03,PORT09,78327,86.09951152,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447394124,3-Apr-21,0,0,V555555555_14,1657475,PLANT03,PORT09,3908,86.12,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447178783,28-Jan-21,0,0,V55555555555_28,1700128,PLANT03,PORT09,80957,86.54408977,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447403032,14-Oct-21,0,0,V55555555555_28,1695862,PLANT03,PORT09,100322,86.63260995,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447185916,15-Oct-21,3,0,V555555_6,1682805,PLANT03,PORT09,1287,86.9149748,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447373467,7-Jul-21,3,0,V55555_2,1689546,PLANT03,PORT09,1445,86.95052997,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447305010,20-Mar-21,3,0,V55555_2,1689548,PLANT03,PORT09,1371,87.15120576,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447397001,24-Jan-21,0,0,V55_13,1663396,PLANT03,PORT09,2238,87.4335472,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,3,PORT04,V444_2,1447158865,23-Feb-21,0,0,V55555555_5,1684862,PLANT03,PORT09,66087,87.5,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447214935,12-Apr-21,3,0,V555555_6,1699952,PLANT03,PORT09,2531,87.7999709,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT10-PORT09,DTD,3,PORT10,V444_5,1447158015,10-Sep-21,3,0,V55555_53,1700106,PLANT16,PORT09,3188,87.94,68.04333592,45359.19546,24.84,0.22125,GROUND,580,3,15,457,0.864,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447348793,10-Jul-21,0,0,V55555555_5,1689548,PLANT03,PORT09,1512,88.37574516,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447245127,27-Jun-21,0,0,V5555555_22,1660579,PLANT03,PORT09,1141,88.44199006,70.51,99.99,17.04,0.1575,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_5,1447158913,25-Jan-21,3,3,V555555555555555_44,1699953,PLANT03,PORT09,2722,88.50327674,70.51,99.99,17.04,0.1575,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_0,1447305206,23-Jan-21,3,0,V55555555_32,1699836,PLANT03,PORT09,9903,88.66,75.01,99999.99,21.945,0.19125,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447384245,4-Mar-21,5,0,V55555555555555_8,1666990,PLANT12,PORT09,449,88.83544304,70.51,99.99,17.04,0.1575,GROUND,284,6,12,209,0.348,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447408913,28-Mar-21,0,0,V55555555_5,1687346,PLANT03,PORT09,4973,89.46,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447377497,19-May-21,0,0,V5555_36,1682681,PLANT03,PORT09,44238,89.49592487,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT10-PORT09,DTP,3,PORT10,V444_4,1447299203,7-Aug-21,3,0,V55555_53,1699337,PLANT16,PORT09,897,89.7,68.04333592,45359.19546,24.84,0.22125,AIR,535,8,11,457,0.864,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447334714,16-Mar-21,5,0,V55555555555555_8,1689541,PLANT03,PORT09,1008,90.12,70.51,99.99,17.04,0.1575,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447267040,17-Apr-21,0,0,V55555555_5,1689546,PLANT03,PORT09,1559,90.46369251,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447383129,4-Mar-21,0,0,V555555555555555555_45,1688629,PLANT03,PORT09,1273,90.68265534,70.51,99.99,17.04,0.1575,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447300264,3-Apr-21,5,0,V55555555_7,1660585,PLANT03,PORT09,1303,91.07773369,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447266593,23-Feb-21,0,0,V555555_11,1686762,PLANT12,PORT09,874,92,70.51,99.99,17.04,0.1575,AIR,260,5,14,209,0.348,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447150408,15-Feb-21,0,0,V55_13,1663396,PLANT03,PORT09,2100,92.10906092,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447258672,23-Apr-21,3,0,V55555555_5,1700140,PLANT03,PORT09,140262,92.26812922,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447224506,13-Jun-21,5,0,V55555555_7,1660585,PLANT03,PORT09,1218,92.38,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT10-PORT09,DTD,3,PORT10,V444_5,1447351441,6-Sep-21,3,0,V55555_53,1700106,PLANT16,PORT09,3332,92.8,68.04333592,45359.19546,24.84,0.22125,GROUND,580,3,15,457,0.864,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447163431,22-Jul-21,3,0,V555555_6,1682805,PLANT03,PORT09,1257,92.9149748,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447334667,30-Aug-21,3,0,V555555_6,1668347,PLANT03,PORT09,1249,92.98,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447387536,21-Jun-21,3,0,V55555555_32,1699315,PLANT03,PORT09,30869,93.01485937,75.01,99999.99,21.945,0.19125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447407928,28-Aug-21,3,0,V55555_4,1653588,PLANT03,PORT09,1213,93.22,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447149408,9-Mar-21,0,0,V555555555555555555_45,1689548,PLANT03,PORT09,1668,93.78210693,70.51,99.99,17.04,0.1575,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447283649,17-Aug-21,0,0,V55555_26,1664051,PLANT03,PORT09,7468,94.48,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447383148,28-Feb-21,0,0,V555555555555555555_45,1689547,PLANT03,PORT09,1537,94.67927914,70.51,99.99,17.04,0.1575,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447165288,22-Jul-21,3,0,V555555_6,1672707,PLANT03,PORT09,1475,94.68,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447322540,23-Apr-21,3,0,V55555555_5,1700130,PLANT03,PORT09,98557,94.79291551,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_5,1447178352,8-Oct-21,3,0,V55555555_32,1699836,PLANT03,PORT09,9894,94.8,75.01,99999.99,21.945,0.19125,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447216598,15-Jul-21,0,0,V555555555_14,1657475,PLANT03,PORT09,3929,94.92,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_5,1447361674,20-Aug-21,0,0,V5555555_22,1660585,PLANT03,PORT09,1250,95.11106566,70.51,99.99,17.04,0.1575,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_1,1447194418,30-Apr-21,0,0,V555555_40,1663347,PLANT03,PORT09,1679,95.88,0,99.99,6.48,0.15375,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447418514,19-May-21,3,0,V55555_2,1668099,PLANT03,PORT09,1106,96.04,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447204821,10-Jan-21,3,0,V555555_6,1651299,PLANT03,PORT09,40302,96.04,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447242378,23-Jan-21,0,0,V55555555_5,1682805,PLANT03,PORT09,1363,97.21072354,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447192279,22-Oct-21,3,0,V555555555_3,1682709,PLANT03,PORT09,1319,97.77257858,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,3,PORT04,V444_2,1447233207,26-Apr-21,0,0,V55555555_5,1684862,PLANT03,PORT09,109272,98,0,99.99,2.8125,0.09,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,1,PORT04,V444_0,1447390561,12-May-21,0,0,V55555555555555_8,1700140,PLANT03,PORT09,151460,98.12957956,70.51,99.99,17.04,0.1575,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447192316,26-Jul-21,3,0,V55555_2,1657474,PLANT03,PORT09,4388,98.18,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447382545,13-Aug-21,0,0,V55555555_5,1688575,PLANT03,PORT09,1280,98.43409286,0,99.99,2.8125,0.09,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447297190,4-Mar-21,3,0,V555555555_3,1689547,PLANT03,PORT09,1704,99.0609179,0,99.99,2.8125,0.09,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447200079,12-Feb-21,3,3,V555555555555555_44,1699953,PLANT03,PORT09,3304,99.73664359,70.51,99.99,17.04,0.1575,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,3,PORT04,V444_4,1447341217,24-Jan-21,0,0,V55555555_5,1678427,PLANT03,PORT09,41992,99.85290127,0,99.99,2.8125,0.09,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447211353,13-Jan-21,0,0,V555555555_14,1670203,PLANT03,PORT09,1243,100.4428571,100,249.99,2.8125,0.07875,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447193078,22-Jun-21,3,0,V55555_4,1646393,PLANT13,PORT09,753,101.1176471,100,249.99,2.8125,0.07875,AIR,260,7,13,490,0.211,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447320239,23-Feb-21,0,0,V555555555_14,1668550,PLANT03,PORT09,6270,101.4715807,100,249.99,2.8125,0.07875,GROUND,284,6,12,1013,0.233,15
PORT10-PORT09,DTD,3,PORT10,V444_5,1447232831,14-Oct-21,3,0,V55555_53,1699336,PLANT16,PORT09,868,101.7,68.04333592,45359.19546,24.84,0.22125,GROUND,580,3,15,457,0.864,15
PORT04-PORT09,DTP,1,PORT04,V444_1,1447360912,15-Feb-21,0,0,V555555555555555555_45,1688575,PLANT03,PORT09,1395,101.9992068,100,299.99,21.8025,0.1575,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447243256,8-Mar-21,0,0,V55555555_5,1689460,PLANT12,PORT09,667,102.5,100,249.99,2.8125,0.07875,AIR,260,5,14,209,0.348,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447224251,19-Feb-21,3,0,V55555_4,1646393,PLANT13,PORT09,784,102.6,100,249.99,2.8125,0.07875,AIR,260,8,11,490,0.211,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447178503,3-Aug-21,3,0,V55555555_5,1700137,PLANT03,PORT09,86078,102.8642468,100,249.99,2.8125,0.07875,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,1,PORT04,V444_2,1447189600,9-Apr-21,3,0,V55555555_32,1699318,PLANT03,PORT09,36233,103.2708993,75.01,99999.99,21.945,0.19125,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447154278,14-Jan-21,3,0,V555555555_3,1682805,PLANT03,PORT09,1630,103.6894672,100,249.99,2.8125,0.07875,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447178895,9-Mar-21,0,0,V55555555_5,1682805,PLANT03,PORT09,1444,105.802221,100,249.99,2.8125,0.07875,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447362177,1-Feb-21,3,0,V5555_20,1696654,PLANT03,PORT09,3298,106.1068853,100,299.99,21.8025,0.1575,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_1,1447320329,18-Oct-21,3,0,V55555555_32,1699315,PLANT03,PORT09,34516,106.4871958,75.01,99999.99,21.945,0.19125,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447171063,24-Mar-21,5,0,V55555555555555_8,1689548,PLANT03,PORT09,1800,106.7196814,100,299.99,21.8025,0.1575,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447251805,7-Aug-21,3,0,V55555555_5,1652887,PLANT13,PORT09,453,106.8,100,249.99,2.8125,0.07875,AIR,260,7,13,490,0.211,13
PORT10-PORT09,DTD,3,PORT10,V444_5,1447398479,9-Feb-21,3,0,V55555_53,1702652,PLANT16,PORT09,973,106.88,68.04333592,45359.19546,24.84,0.22125,GROUND,580,3,15,457,0.864,15
PORT04-PORT09,DTP,1,PORT04,V444_0,1447405925,20-Mar-21,0,0,V555555555555555_29,1699575,PLANT03,PORT09,41852,107.5236364,75.01,99999.99,21.945,0.19125,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447205077,9-Mar-21,3,0,V55555555_5,1700130,PLANT03,PORT09,100416,107.6543177,100,249.99,2.8125,0.07875,AIR,260,7,13,1013,0.233,13
PORT10-PORT09,DTD,3,PORT10,V444_5,1447157118,18-Feb-21,3,0,V55555_53,1699336,PLANT16,PORT09,889,107.88,68.04333592,45359.19546,24.84,0.22125,GROUND,580,3,15,457,0.864,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447284687,30-Aug-21,3,0,V555555555_3,1646393,PLANT13,PORT09,840,108.9411765,100,249.99,2.8125,0.07875,AIR,260,5,14,490,0.211,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447266819,19-May-21,0,0,V55555_26,1683560,PLANT03,PORT09,11833,108.9566884,100,249.99,2.8125,0.07875,AIR,260,7,13,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447214781,10-Jul-21,0,0,V55555_10,1681688,PLANT12,PORT09,694,108.9572986,100,299.99,21.8025,0.1575,GROUND,284,6,12,209,0.348,15
PORT04-PORT09,DTP,1,PORT04,V444_0,1447181099,28-Feb-21,3,3,V555555555555555_44,1696654,PLANT03,PORT09,3307,109.1068853,100,299.99,21.8025,0.1575,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447174186,24-Jun-21,3,0,V55555_2,1664061,PLANT03,PORT09,8709,110.48,100,249.99,2.8125,0.07875,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447158137,10-Jul-21,3,0,V55555_2,1689548,PLANT03,PORT09,1753,110.7196814,100,249.99,2.8125,0.07875,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447365202,3-Sep-21,5,0,V55555555555555_8,1650715,PLANT12,PORT09,691,111.8,100,299.99,21.8025,0.1575,AIR,260,7,13,209,0.348,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447377643,30-Aug-21,0,0,V555555555_27,1677692,PLANT03,PORT09,1812,111.8352358,100,249.99,2.8125,0.07875,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_4,1447348320,30-Sep-21,0,0,V555555555555555555_45,1689547,PLANT03,PORT09,1844,112.0340625,100,299.99,21.8025,0.1575,AIR,260,8,11,1013,0.233,13
PORT10-PORT09,DTP,3,PORT10,V444_4,1447205081,24-Aug-21,3,0,V55555_53,1699336,PLANT16,PORT09,1120,112.6,68.04333592,45359.19546,24.84,0.22125,AIR,535,8,11,457,0.864,13
PORT10-PORT09,DTP,3,PORT10,V444_4,1447257239,1-May-21,3,0,V55555_53,1699337,PLANT16,PORT09,1044,112.6,68.04333592,45359.19546,24.84,0.22125,AIR,535,8,11,457,0.864,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447367893,15-Apr-21,3,0,V55555_4,1629341,PLANT03,PORT09,7483,112.66,100,249.99,2.8125,0.07875,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447305070,7-Aug-21,3,0,V55555_2,1664051,PLANT03,PORT09,9691,112.6774803,100,249.99,2.8125,0.07875,AIR,260,7,13,1013,0.233,13
PORT10-PORT09,DTP,3,PORT10,V444_4,1447155063,1-Jul-21,3,0,V55555_53,1696799,PLANT16,PORT09,898,113.04,68.04333592,45359.19546,24.84,0.22125,AIR,535,8,11,457,0.864,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447369708,24-Jan-21,3,0,V555555555_3,1688629,PLANT03,PORT09,1612,113.5874519,100,249.99,2.8125,0.07875,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_4,1447163430,26-Sep-21,3,0,V555555_6,1671942,PLANT03,PORT09,1313,114.24,100,249.99,2.8125,0.07875,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_5,1447149292,17-May-21,0,0,V55555_26,1664069,PLANT03,PORT09,18282,115.4628901,100,249.99,2.8125,0.07875,GROUND,284,3,15,1013,0.233,15
PORT04-PORT09,DTD,2,PORT04,V444_2,1447373166,30-Aug-21,3,0,V55555555_5,1688288,PLANT03,PORT09,1445,115.7905465,100,249.99,2.8125,0.07875,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447352344,23-Oct-21,0,0,V55555555555_28,1700128,PLANT03,PORT09,101098,116.1801122,100,249.99,2.8125,0.07875,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTD,2,PORT04,V444_2,1447361210,26-Apr-21,3,0,V555555555_3,1688629,PLANT03,PORT09,1497,116.6191864,100,249.99,2.8125,0.07875,GROUND,284,6,12,1013,0.233,15
PORT04-PORT09,DTP,2,PORT04,V444_0,1447248905,6-Sep-21,0,0,V55555555_5,1689460,PLANT12,PORT09,728,117,100,249.99,2.8125,0.07875,AIR,260,5,14,209,0.348,13
PORT04-PORT09,DTP,2,PORT04,V444_0,1447204286,8-Mar-21,0,0,V55555_26,1664067,PLANT03,PORT09,15306,117.7421184,100,249.99,2.8125,0.07875,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447350791,26-Jul-21,3,1,V555_15,1689548,PLANT03,PORT09,2048,118.0307549,100,249.99,2.8125,0.07875,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447411613,22-Oct-21,0,0,V55555555_5,1687346,PLANT03,PORT09,6245,118.6,100,249.99,2.8125,0.07875,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,1,PORT04,V444_0,1447320825,28-Feb-21,0,0,V555555555555555_29,1699836,PLANT03,PORT09,12243,118.74,75.01,99999.99,21.945,0.19125,AIR,260,5,14,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_4,1447423205,20-Aug-21,5,0,V55555555_7,1660585,PLANT03,PORT09,1467,119.78,100,249.99,2.8125,0.07875,AIR,260,8,11,1013,0.233,13
PORT04-PORT09,DTP,2,PORT04,V444_1,1447225217,15-Feb-21,0,0,V55555555_5,1666994,PLANT12,PORT09,517,119.9599095,100,249.99,2.8125,0.07875,AIR,260,7,13,209,0.348,13
