Closer Date	Complain Type	Complain	Customer Id	Final	Final detail	Last date	Month	Month date	Name-Mont	Reason	Status	Ticket ID	Wait time s	Week	Call Response	Call Time sec	Complain and date duration	Final Score	Hour	Joining Duration	Monthcount	Resolution Provide	Response time sec	Technical Knowledge
1/16/2021	Data Speed Issue	1/15/2021	S1660	Churn	No FCR	4/14/2021	Jan	1/14/2021	S1660-1	New site already plan onair in 150 days	Close	T3-10422	> 60	Week-3	3	885	89	2	11	90	1	3	66	1
9/4/2021	Data Speed Issue	9/3/2021	S1770	Churn	No FCR	12/1/2021	Sep	9/2/2021	S1770-9	Near by area media issue	Close	T3-10969	40-50	Week-36	3	258	89	2	13	300	9	3	45	1
1/6/2021	Data Speed Issue	1/5/2021	S1429	Churn	No FCR	7/3/2021	Jan	1/4/2021	S1429-1	New site already plan onair in 120 days	Close	T3-9289	> 60	Week-2	3	577	179	2	12	180	1	3	121	1
2/21/2021	Data Speed Issue	2/20/2021	S0382	Churn	No FCR	3/21/2021	Feb	2/19/2021	S0382-2	Near by area media issue	Close	T3-4867	40-50	Week-8	3	521	29	2	6	60	2	3	44	1
3/16/2021	Data Speed Issue	3/13/2021	S1654	Churn	No FCR	8/9/2021	Mar	3/12/2021	S1654-3	New site already plan onair in 150 days	Close	T2-2499	> 60	Week-11	1	806	149	2	13	180	3	3	150	1
9/10/2021	Data Speed Issue	9/9/2021	S1422	Churn	No FCR	10/5/2021	Sep	9/5/2021	S1422-9	Near by area media issue	Close	T3-9238	> 60	Week-37	1	463	26	2	20	270	9	3	66	1
6/5/2021	Data Speed Issue	6/4/2021	S1356	Churn	No FCR	11/4/2021	Jun	6/3/2021	S1356-6	New site already plan onair in 120 days	Close	T3-8928	50-60	Week-23	2	570	153	2	10	304	6	3	58	1
3/26/2021	Data Speed Issue	3/25/2021	S0467	Churn	No FCR	8/21/2021	Mar	3/24/2021	S0467-3	New site already plan onair in 150 days	Close	T3-5373	50-60	Week-13	2	504	149	2	16	210	3	3	60	1
11/9/2021	Data Speed Issue	11/8/2021	S1770	Churn	No FCR	12/1/2021	Nov	11/1/2021	S1770-11	"Near by area Utilize ,New Solution require"	Close	T3-10958	40-50	Week-45	3	278	23	2	13	300	11	3	45	1
9/19/2021	Data Speed Issue	9/18/2021	S0626	Churn	No FCR	12/13/2021	Sep	9/14/2021	S0626-9	New site already plan onair in 120 days	Close	T3-5966	> 60	Week-38	3	822	86	2	5	300	9	3	121	1
5/16/2021	Weak indoor Coverage	5/13/2021	S1704	Churn	No FCR	9/6/2021	May	5/9/2021	S1704-5	No coverage near by area	Close	T1-1190	> 60	Week-20	1	523	116	1	19	210	5	0	148	2
6/8/2021	Weak indoor Coverage	6/5/2021	S0754	Churn	No FCR	11/1/2021	Jun	6/4/2021	S0754-6	Near by site Power Issue	Close	T2-1889	> 60	Week-23	1	352	149	1	14	304	6	0	130	2
3/30/2021	Weak indoor Coverage	3/27/2021	S0976	Churn	No FCR	9/19/2021	Mar	3/23/2021	S0976-3	Near by area public objection	Close	T2-2020	50-60	Week-13	2	325	176	1	19	240	3	0	54	2
5/19/2021	Data Speed Issue	5/18/2021	S0576	Churn	No FCR	9/11/2021	May	5/14/2021	S0576-5	"Near by area Utilize ,New Solution require"	Close	T3-5773	> 60	Week-20	3	468	116	2	16	150	5	0	63	2
3/22/2021	Data Speed Issue	3/21/2021	S1709	Churn	No FCR	7/18/2021	Mar	3/20/2021	S1709-3	New site already plan onair in 120 days	Close	T3-10646	0-10	Week-12	5	134	119	2	19	180	3	0	6	2
1/30/2021	Data Speed Issue	1/29/2021	S0976	Churn	No FCR	9/19/2021	Jan	1/22/2021	S0976-1	Near by area media issue	Close	T3-7495	> 60	Week-4	0	609	233	1	23	240	1	0	85	2
6/16/2021	Data Speed Issue	6/15/2021	S1179	Churn	No FCR	7/14/2021	Jun	6/14/2021	S1179-6	New site already plan onair in 150 days	Close	T3-8334	> 60	Week-25	0	279	29	1	13	180	6	0	112	2
6/14/2021	Data Speed Issue	6/13/2021	S0393	Churn	No FCR	10/10/2021	Jun	6/12/2021	S0393-6	"Near by area Utilize ,New Solution require"	Close	T3-4927	> 60	Week-24	0	325	119	1	9	240	6	0	82	2
5/21/2021	Data Speed Issue	5/20/2021	S1709	Churn	No FCR	7/18/2021	May	5/19/2021	S1709-5	Near by area media issue	Close	T3-10648	> 60	Week-21	1	544	59	1	18	180	5	0	105	2
2/10/2021	Data Speed Issue	2/9/2021	S0750	Churn	No FCR	3/2/2021	Feb	2/2/2021	S0750-2	New site already plan onair in 120 days	Close	T3-6516	> 60	Week-6	2	498	21	1	15	60	2	0	100	2
3/27/2021	Data Speed Issue	3/26/2021	S0471	Churn	No FCR	8/22/2021	Mar	3/25/2021	S0471-3	Near by area media issue	Close	T3-5400	50-60	Week-13	2	382	149	1	18	210	3	0	55	2
5/4/2021	Data Speed Issue	5/3/2021	S1361	Churn	No FCR	10/3/2021	May	5/2/2021	S1361-5	"Near by area Utilize ,New Solution require"	Close	T3-8972	40-50	Week-19	3	675	153	2	19	274	5	0	42	2
4/6/2021	Data Speed Issue	4/5/2021	S1356	Churn	No FCR	11/4/2021	Apr	4/4/2021	S1356-4	New site already plan onair in 120 days	Close	T3-8925	40-50	Week-15	3	574	213	2	17	304	4	0	46	2
7/22/2021	Call Quality	7/16/2021	S1152	Churn	No FCR	8/14/2021	Jul	7/15/2021	S1152-7	Near by site power cut	Close	T2-2161	> 60	Week-29	3	851	29	2	20	90	7	0	123	2
3/4/2021	Data Speed Issue	3/3/2021	S1533	Churn	No FCR	5/1/2021	Mar	3/2/2021	S1533-3	New site already plan onair in 120 days	Close	T3-9751	> 60	Week-10	3	431	59	2	9	120	3	0	146	2
1/26/2021	Data Speed Issue	1/25/2021	S0383	Churn	No FCR	8/22/2021	Jan	1/24/2021	S0383-1	New site already plan onair in 150 days	Close	T3-4868	40-50	Week-5	3	499	209	2	12	210	1	0	49	2
5/6/2021	Data Speed Issue	5/3/2021	S1375	Churn	No FCR	8/4/2021	May	5/2/2021	S1375-5	New site already plan onair in 120 days	Close	T2-2267	20-Nov	Week-19	5	149	93	2	7	214	5	0	16	2
1/4/2021	Data Speed Issue	1/3/2021	S0828	Churn	No FCR	5/2/2021	Jan	1/2/2021	S0828-1	New site already plan onair in 150 days	Close	T3-6848	> 60	Week-1	0	170	119	1	18	120	1	0	72	2
9/11/2021	Data Speed Issue	9/8/2021	S0880	Churn	No FCR	11/6/2021	Sep	9/7/2021	S0880-9	New site already plan onair in 150 days	Close	T2-1937	> 60	Week-37	1	835	59	1	18	300	9	0	138	2
4/14/2021	Data Speed Issue	4/13/2021	S0487	Churn	No FCR	5/12/2021	Apr	4/12/2021	S0487-4	New site already plan onair in 120 days	Close	T3-5488	> 60	Week-16	2	696	29	1	17	120	4	0	99	2
5/25/2021	Data Speed Issue	5/24/2021	S0546	Churn	No FCR	6/22/2021	May	5/23/2021	S0546-5	"Near by area Utilize ,New Solution require"	Close	T3-5647	0-10	Week-22	5	467	29	2	10	150	5	0	7	2
4/15/2021	Weak indoor Coverage	4/12/2021	S1143	Churn	No FCR	6/7/2021	Apr	4/8/2021	S1143-4	congesition and conjusted area	Close	T1-1125	> 60	Week-15	0	190	56	1	15	120	4	1	103	2
5/13/2021	Data Speed Issue	5/12/2021	S0883	Churn	No FCR	11/4/2021	May	5/8/2021	S0883-5	Near by area media issue	Close	T3-6994	> 60	Week-19	0	335	176	1	9	300	5	1	68	2
3/24/2021	Weak indoor Coverage	3/21/2021	S1368	Churn	No FCR	7/18/2021	Mar	3/20/2021	S1368-3	congesition and conjusted area	Close	T2-2261	50-60	Week-12	2	685	119	2	14	180	3	1	58	2
5/24/2021	Data Speed Issue	5/23/2021	S0827	Churn	No FCR	6/18/2021	May	5/19/2021	S0827-5	New site already plan onair in 120 days	Close	T3-6846	30-40	Week-21	3	154	26	2	13	150	5	1	40	2
3/14/2021	Weak indoor Coverage	3/11/2021	S1700	Churn	No FCR	9/6/2021	Mar	3/10/2021	S1700-3	congesition and conjusted area	Close	T2-2528	20-Nov	Week-11	5	724	179	3	3	240	3	1	11	2
6/30/2021	Weak indoor Coverage	6/27/2021	S1290	Churn	No FCR	9/21/2021	Jun	6/23/2021	S1290-6	congesition and conjusted area	Close	T2-2228	> 60	Week-26	0	321	86	1	14	240	6	1	139	2
7/6/2021	Data Speed Issue	7/5/2021	S1695	Churn	No FCR	11/2/2021	Jul	7/1/2021	S1695-7	"Near by area Utilize ,New Solution require"	Close	T3-10533	> 60	Week-27	1	401	120	1	15	304	7	1	144	2
4/4/2021	Data Speed Issue	4/3/2021	S1361	Churn	No FCR	10/3/2021	Apr	4/2/2021	S1361-4	"Near by area Utilize ,New Solution require"	Close	T3-8971	> 60	Week-14	1	248	183	1	22	274	4	1	79	2
3/21/2021	Data Speed Issue	3/20/2021	S1179	Churn	No FCR	7/14/2021	Mar	3/16/2021	S1179-3	Near by area media issue	Close	T3-8330	> 60	Week-12	1	407	116	1	19	180	3	1	81	2
7/30/2021	Call Quality	7/27/2021	S1290	Churn	No FCR	9/21/2021	Jul	7/23/2021	S1290-7	Near by site Takeoff down	Close	T2-2229	> 60	Week-30	2	541	56	2	18	240	7	1	134	2
7/20/2021	Coverage Issue	7/17/2021	S1491	Churn	No FCR	8/15/2021	Jul	7/16/2021	S1491-7	No coverage near by area	Close	T2-2335	0-10	Week-29	5	352	29	3	10	30	7	1	6	2
5/23/2021	NW Fluctuation	5/20/2021	S1368	Churn	No FCR	7/18/2021	May	5/19/2021	S1368-5	Near by site power cut	Close	T2-2262	20-Nov	Week-21	5	630	59	3	4	180	5	1	17	2
8/9/2021	Data Speed Issue	8/8/2021	S1704	Churn	No FCR	9/6/2021	Aug	8/7/2021	S1704-8	New site already plan onair in 120 days	Close	T3-10608	> 60	Week-32	2	793	29	2	23	210	8	1	98	2
4/23/2021	Data Speed Issue	4/22/2021	S1769	Churn	No FCR	10/18/2021	Apr	4/21/2021	S1769-4	"Near by area Utilize ,New Solution require"	Close	T3-10951	> 60	Week-17	2	668	179	2	10	180	4	1	130	2
7/13/2021	Data Speed Issue	7/12/2021	S0548	Churn	No FCR	10/3/2021	Jul	7/5/2021	S0548-7	New site already plan onair in 150 days	Close	T3-5664	20-Nov	Week-28	5	476	83	3	20	270	7	1	20	2
7/28/2021	Weak indoor Coverage	7/25/2021	S0231	Churn	No FCR	10/19/2021	Jul	7/21/2021	S0231-7	Near by site Power Issue	Close	T1-1035	> 60	Week-30	0	296	86	1	19	270	7	2	61	2
5/13/2021	Data Speed Issue	5/12/2021	S1654	Churn	No FCR	8/9/2021	May	5/11/2021	S1654-5	Near by area media issue	Close	T3-10406	> 60	Week-20	1	561	89	2	18	180	5	2	112	2
3/24/2021	Weak indoor Coverage	3/21/2021	S1528	Churn	No FCR	6/15/2021	Mar	3/17/2021	S1528-3	Near by site Power Issue	Close	T2-2386	> 60	Week-12	1	495	86	2	18	150	3	2	65	2
10/5/2021	Weak indoor Coverage	10/2/2021	S1356	Churn	No FCR	11/4/2021	Oct	10/1/2021	S1356-10	Near by site Power Issue	Close	T2-2248	50-60	Week-40	2	733	33	2	19	304	10	2	52	2
1/5/2021	Data Speed Issue	1/4/2021	S0988	Churn	No FCR	7/2/2021	Jan	1/3/2021	S0988-1	Near by area media issue	Close	T3-7591	> 60	Week-2	0	273	179	1	10	180	1	2	135	2
4/11/2021	Data Speed Issue	4/10/2021	S1704	Churn	No FCR	9/6/2021	Apr	4/9/2021	S1704-4	New site already plan onair in 120 days	Close	T3-10604	> 60	Week-15	1	615	149	2	13	210	4	2	94	2
2/8/2021	Data Speed Issue	2/7/2021	S0756	Churn	No FCR	5/7/2021	Feb	2/6/2021	S0756-2	"Near by area Utilize ,New Solution require"	Close	T3-6537	> 60	Week-6	1	384	89	2	13	120	2	2	127	2
7/18/2021	NW Fluctuation	7/12/2021	S0392	Churn	No FCR	9/9/2021	Jul	7/11/2021	S0392-7	Near by site power cut	Close	T1-1044	> 60	Week-29	1	852	59	2	9	180	7	2	109	2
1/14/2021	Data Speed Issue	1/13/2021	S1700	Churn	No FCR	9/6/2021	Jan	1/9/2021	S1700-1	New site already plan onair in 120 days	Close	T3-10569	> 60	Week-2	2	579	236	2	21	240	1	2	146	2
2/9/2021	Data Speed Issue	2/8/2021	S0601	Churn	No FCR	8/6/2021	Feb	2/7/2021	S0601-2	"Near by area Utilize ,New Solution require"	Close	T3-5829	50-60	Week-7	2	218	179	2	4	180	2	2	51	2
2/19/2021	Data Speed Issue	2/18/2021	S1445	Churn	No FCR	3/19/2021	Feb	2/17/2021	S1445-2	New site already plan onair in 150 days	Close	T3-9375	50-60	Week-8	2	582	29	2	13	60	2	2	59	2
1/29/2021	Weak indoor Coverage	1/26/2021	S0605	Churn	No FCR	7/21/2021	Jan	1/22/2021	S0605-1	No coverage near by area	Close	T2-1783	50-60	Week-4	2	440	176	2	0	180	1	2	55	2
2/14/2021	Data Speed Issue	2/13/2021	S0898	Churn	No FCR	7/9/2021	Feb	2/9/2021	S0898-2	Near by area media issue	Close	T3-7124	50-60	Week-7	2	425	146	2	14	150	2	2	52	2
6/14/2021	Data Speed Issue	6/13/2021	S0823	Churn	No FCR	7/12/2021	Jun	6/12/2021	S0823-6	New site already plan onair in 150 days	Close	T3-6814	> 60	Week-24	2	539	29	2	12	180	6	2	93	2
9/14/2021	Data Speed Issue	9/11/2021	S1642	Churn	No FCR	11/9/2021	Sep	9/10/2021	S1642-9	New site already plan onair in 120 days	Close	T2-2480	30-40	Week-37	3	860	59	2	21	300	9	2	34	2
4/26/2021	Volte related Issue	4/23/2021	S1647	Churn	No FCR	11/18/2021	Apr	4/22/2021	S1647-4	Raise to IMS team	Close	T2-2484	> 60	Week-17	3	354	209	2	10	300	4	2	136	2
5/6/2021	Data Speed Issue	5/5/2021	S0730	Churn	No FCR	11/4/2021	May	5/4/2021	S0730-5	New site already plan onair in 120 days	Close	T3-6373	> 60	Week-19	3	663	183	2	17	274	5	2	129	2
8/24/2021	NW Fluctuation	8/21/2021	S0231	Churn	No FCR	10/19/2021	Aug	8/20/2021	S0231-8	Near by site power cut	Close	T2-1539	> 60	Week-34	3	365	59	2	12	270	8	2	99	2
4/20/2021	Data Speed Issue	4/19/2021	S0540	Churn	No FCR	11/14/2021	Apr	4/18/2021	S0540-4	Near by area media issue	Close	T3-5594	30-40	Week-17	3	388	209	2	18	300	4	2	38	2
7/23/2021	Data Speed Issue	7/20/2021	S1144	Churn	No FCR	11/13/2021	Jul	7/16/2021	S1144-7	Near by area media issue	Close	T2-2157	30-40	Week-29	3	591	116	2	23	240	7	2	36	2
5/21/2021	Data Speed Issue	5/20/2021	S0885	Churn	No FCR	10/16/2021	May	5/19/2021	S0885-5	New site already plan onair in 150 days	Close	T3-7015	0-10	Week-21	5	731	149	3	15	270	5	2	4	2
5/26/2021	Data Speed Issue	5/25/2021	S0889	Churn	No FCR	9/18/2021	May	5/21/2021	S0889-5	Near by area media issue	Close	T3-7045	20-Nov	Week-21	5	583	116	3	22	240	5	2	11	2
1/15/2021	Data Speed Issue	1/14/2021	S0907	Churn	No FCR	3/11/2021	Jan	1/10/2021	S0907-1	Near by area media issue	Close	T3-7168	> 60	Week-3	0	166	56	1	13	60	1	2	96	2
8/24/2021	Data Speed Issue	8/23/2021	S1290	Churn	No FCR	9/21/2021	Aug	8/22/2021	S1290-8	New site already plan onair in 150 days	Close	T3-8708	> 60	Week-35	1	856	29	2	19	240	8	2	80	2
1/20/2021	Data Speed Issue	1/19/2021	S0540	Churn	No FCR	11/14/2021	Jan	1/18/2021	S0540-1	Near by area media issue	Close	T3-5591	> 60	Week-4	0	686	299	2	22	300	1	3	83	2
4/8/2021	Data Speed Issue	4/7/2021	S0399	Churn	No FCR	11/2/2021	Apr	4/6/2021	S0399-4	"Near by area Utilize ,New Solution require"	Close	T3-4953	> 60	Week-15	0	230	209	2	8	210	4	3	146	2
1/23/2021	Coverage Issue	1/17/2021	S1138	Churn	No FCR	2/15/2021	Jan	1/16/2021	S1138-1	Near site Site Public issue	Close	T1-1122	> 60	Week-3	1	295	29	2	5	30	1	3	107	2
3/11/2021	Data Speed Issue	3/10/2021	S0883	Churn	No FCR	11/4/2021	Mar	3/9/2021	S0883-3	New site already plan onair in 150 days	Close	T3-6992	> 60	Week-11	1	859	239	2	20	300	3	3	62	2
5/16/2021	Weak indoor Coverage	5/10/2021	S1704	Churn	No FCR	9/6/2021	May	5/9/2021	S1704-5	No coverage near by area	Close	T1-1190	> 60	Week-20	2	876	119	2	15	210	5	3	148	2
1/30/2021	Weak indoor Coverage	1/27/2021	S0751	Churn	No FCR	6/22/2021	Jan	1/23/2021	S0751-1	Near by site Power Issue	Close	T1-1076	> 60	Week-4	2	300	146	2	2	150	1	3	98	2
5/28/2021	Weak indoor Coverage	5/25/2021	S0383	Churn	No FCR	8/22/2021	May	5/24/2021	S0383-5	Near by area public objection	Close	T2-1624	50-60	Week-22	2	564	89	2	1	210	5	3	54	2
4/23/2021	Data Speed Issue	4/22/2021	S0542	Churn	No FCR	9/18/2021	Apr	4/21/2021	S0542-4	"Near by area Utilize ,New Solution require"	Close	T3-5613	> 60	Week-17	1	241	149	2	7	240	4	3	147	2
5/23/2021	Data Speed Issue	5/22/2021	S1189	Churn	No FCR	10/18/2021	May	5/21/2021	S1189-5	New site already plan onair in 150 days	Close	T3-8381	> 60	Week-21	1	414	149	2	21	240	5	3	138	2
3/16/2021	NW Fluctuation	3/13/2021	S1246	Churn	No FCR	7/10/2021	Mar	3/12/2021	S1246-3	Near by site far end down	Close	T2-2204	> 60	Week-11	1	195	119	2	21	120	3	3	76	2
7/14/2021	Data Speed Issue	7/13/2021	S1642	Churn	No FCR	11/9/2021	Jul	7/12/2021	S1642-7	Near by area media issue	Close	T3-10303	50-60	Week-29	2	353	119	2	15	300	7	3	57	2
3/10/2021	Weak indoor Coverage	3/7/2021	S0736	Churn	No FCR	8/4/2021	Mar	3/3/2021	S0736-3	Near by area public objection	Close	T2-1865	> 60	Week-10	2	424	150	2	2	184	3	3	137	2
7/9/2021	Data Speed Issue	7/8/2021	S0601	Churn	No FCR	8/6/2021	Jul	7/7/2021	S0601-7	New site already plan onair in 150 days	Close	T3-5835	50-60	Week-28	2	842	29	2	11	180	7	3	51	2
1/17/2021	Data Speed Issue	1/14/2021	S0880	Churn	No FCR	11/6/2021	Jan	1/10/2021	S0880-1	Near by area media issue	Close	T2-1934	30-40	Week-3	3	225	296	3	23	300	1	3	34	2
5/11/2021	Data Speed Issue	5/8/2021	S1518	Churn	No FCR	8/2/2021	May	5/4/2021	S1518-5	New site already plan onair in 120 days	Close	T2-2360	> 60	Week-19	3	356	86	3	17	210	5	3	63	2
4/12/2021	Data Speed Issue	4/11/2021	S0898	Churn	No FCR	7/9/2021	Apr	4/10/2021	S0898-4	"Near by area Utilize ,New Solution require"	Close	T3-7127	> 60	Week-15	3	296	89	3	13	150	4	3	79	2
7/28/2021	Data Speed Issue	7/22/2021	S0976	Churn	No FCR	9/19/2021	Jul	7/21/2021	S0976-7	"Near by area Utilize ,New Solution require"	Close	T2-2021	21-30	Week-30	4	269	59	3	5	240	7	3	26	2
3/1/2021	Data Speed Issue	2/26/2021	S0546	Churn	No FCR	6/22/2021	Feb	2/22/2021	S0546-2	New site already plan onair in 120 days	Close	T2-1746	> 60	Week-9	0	633	116	2	16	150	2	3	98	2
3/17/2021	Weak indoor Coverage	3/14/2021	S1572	Churn	No FCR	12/8/2021	Mar	3/13/2021	S1572-3	No coverage near by area	Close	T2-2417	> 60	Week-11	2	892	269	2	17	300	3	3	121	2
7/7/2021	Data Speed Issue	7/6/2021	S0574	Churn	No FCR	12/3/2021	Jul	7/2/2021	S0574-7	New site already plan onair in 120 days	Close	T3-5768	40-50	Week-27	3	736	150	3	23	244	7	3	45	2
4/25/2021	Data Speed Issue	4/24/2021	S0546	Churn	No FCR	6/22/2021	Apr	4/23/2021	S0546-4	"Near by area Utilize ,New Solution require"	Close	T3-5645	> 60	Week-17	3	476	59	3	5	150	4	3	85	2
5/1/2021	Weak indoor Coverage	4/25/2021	S0471	Churn	No FCR	8/22/2021	Apr	4/24/2021	S0471-4	congesition and conjusted area	Close	T2-1707	> 60	Week-17	3	663	119	3	14	210	4	3	121	2
5/5/2021	Data Speed Issue	5/4/2021	S0574	Churn	No FCR	12/3/2021	May	5/3/2021	S0574-5	Near by area media issue	Close	T3-5766	> 60	Week-19	0	721	213	1	13	244	5	0	94	3
1/18/2021	Data Speed Issue	1/17/2021	S1642	Churn	No FCR	11/9/2021	Jan	1/13/2021	S1642-1	New site already plan onair in 150 days	Close	T3-10300	> 60	Week-3	1	406	296	1	18	300	1	0	133	3
3/5/2021	Data Speed Issue	3/4/2021	S0736	Churn	No FCR	8/4/2021	Mar	3/3/2021	S0736-3	New site already plan onair in 150 days	Close	T3-6430	> 60	Week-10	1	266	153	1	18	184	3	0	137	3
4/10/2021	Data Speed Issue	4/9/2021	S1770	Churn	No FCR	12/1/2021	Apr	4/5/2021	S1770-4	New site already plan onair in 150 days	Close	T3-10963	> 60	Week-15	1	198	236	1	11	300	4	0	65	3
2/8/2021	Coverage Issue	2/7/2021	S1590	Churn	No FCR	3/8/2021	Feb	2/6/2021	S1590-2	No coverage near by area	Close	T3-10012	> 60	Week-6	1	845	29	1	20	30	2	0	101	3
1/9/2021	Data Speed Issue	1/8/2021	S0745	Churn	No FCR	6/6/2021	Jan	1/7/2021	S0745-1	New site already plan onair in 150 days	Close	T3-6494	50-60	Week-2	2	515	149	2	16	150	1	0	51	3
1/9/2021	Data Speed Issue	1/8/2021	S0756	Churn	No FCR	5/7/2021	Jan	1/7/2021	S0756-1	New site already plan onair in 150 days	Close	T3-6536	> 60	Week-2	2	744	119	2	11	120	1	0	106	3
6/6/2021	Data Speed Issue	6/5/2021	S1433	Churn	No FCR	9/2/2021	Jun	6/4/2021	S1433-6	New site already plan onair in 150 days	Close	T3-9317	> 60	Week-23	2	612	89	2	21	244	6	0	136	3
5/8/2021	Data Speed Issue	5/7/2021	S0548	Churn	No FCR	10/3/2021	May	5/6/2021	S0548-5	New site already plan onair in 150 days	Close	T3-5660	> 60	Week-19	2	144	149	2	21	270	5	0	140	3
4/13/2021	Data Speed Issue	4/12/2021	S0895	Churn	No FCR	10/8/2021	Apr	4/11/2021	S0895-4	New site already plan onair in 150 days	Close	T3-7105	> 60	Week-16	2	339	179	2	22	270	4	0	135	3
5/28/2021	Weak indoor Coverage	5/25/2021	S0471	Churn	No FCR	8/22/2021	May	5/24/2021	S0471-5	Near by area public objection	Close	T1-1057	50-60	Week-22	2	331	89	2	9	210	5	0	52	3
4/1/2021	Weak indoor Coverage	3/26/2021	S0473	Churn	No FCR	6/23/2021	Mar	3/25/2021	S0473-3	congesition and conjusted area	Close	T1-1058	> 60	Week-13	2	843	89	2	21	150	3	0	80	3
3/10/2021	Data Speed Issue	3/9/2021	S1641	Churn	No FCR	12/3/2021	Mar	3/8/2021	S1641-3	Near by area media issue	Close	T3-10288	30-40	Week-11	3	326	269	2	16	330	3	0	36	3
9/5/2021	Data Speed Issue	9/2/2021	S0730	Churn	No FCR	11/4/2021	Sep	9/1/2021	S0730-9	"Near by area Utilize ,New Solution require"	Close	T2-1858	> 60	Week-36	3	629	63	2	18	274	9	0	148	3
6/5/2021	NW Fluctuation	6/2/2021	S0736	Churn	No FCR	8/4/2021	Jun	6/1/2021	S0736-6	Near by site power cut	Close	T2-1867	> 60	Week-23	3	337	63	2	13	184	6	0	95	3
1/11/2021	Data Speed Issue	1/10/2021	S0548	Churn	No FCR	10/3/2021	Jan	1/6/2021	S0548-1	Near by area media issue	Close	T3-5656	40-50	Week-2	3	708	266	2	12	270	1	0	45	3
8/14/2021	DND service related	8/11/2021	S1572	Churn	No FCR	12/8/2021	Aug	8/10/2021	S1572-8	DND deactive still issue	Close	T2-2418	30-40	Week-33	3	444	119	2	22	300	8	0	39	3
6/14/2021	Call Quality	6/8/2021	S0390	Churn	No FCR	11/4/2021	Jun	6/7/2021	S0390-6	Near by site power cut	Close	T1-1042	> 60	Week-24	3	363	149	2	16	240	6	0	87	3
1/18/2021	Data Speed Issue	1/17/2021	S0752	Churn	No FCR	3/17/2021	Jan	1/16/2021	S0752-1	New site already plan onair in 120 days	Close	T3-6524	0-10	Week-3	5	806	59	3	0	60	1	0	9	3
1/3/2021	Data Speed Issue	1/2/2021	S0750	Churn	No FCR	3/2/2021	Jan	1/1/2021	S0750-1	Near by area media issue	Close	T3-6515	> 60	Week-1	2	650	59	2	11	60	1	0	130	3
4/18/2021	Data Speed Issue	4/15/2021	S0576	Churn	No FCR	9/11/2021	Apr	4/14/2021	S0576-4	Near by area media issue	Close	T2-1769	> 60	Week-16	2	755	149	2	4	150	4	0	113	3
1/15/2021	Data Speed Issue	1/14/2021	S1438	Churn	No FCR	4/13/2021	Jan	1/13/2021	S1438-1	"Near by area Utilize ,New Solution require"	Close	T3-9336	> 60	Week-3	2	319	89	2	0	90	1	0	138	3
6/21/2021	Data Speed Issue	6/20/2021	S1144	Churn	No FCR	11/13/2021	Jun	6/16/2021	S1144-6	New site already plan onair in 150 days	Close	T3-8191	> 60	Week-25	3	847	146	2	23	240	6	0	95	3
1/30/2021	Weak indoor Coverage	1/24/2021	S0751	Churn	No FCR	6/22/2021	Jan	1/23/2021	S0751-1	No coverage near by area	Close	T1-1076	> 60	Week-4	1	452	149	2	12	150	1	1	98	3
1/12/2021	Coverage Issue	1/6/2021	S0993	Churn	No FCR	2/4/2021	Jan	1/5/2021	S0993-1	No coverage near by area	Close	T1-1101	40-50	Week-2	3	884	29	2	7	30	1	1	42	3
2/15/2021	Data Speed Issue	2/14/2021	S1245	Churn	No FCR	4/11/2021	Feb	2/10/2021	S1245-2	"Near by area Utilize ,New Solution require"	Close	T3-8506	> 60	Week-7	0	208	56	1	20	60	2	1	125	3
5/25/2021	Data Speed Issue	5/24/2021	S0467	Churn	No FCR	8/21/2021	May	5/23/2021	S0467-5	New site already plan onair in 120 days	Close	T3-5375	> 60	Week-22	0	258	89	1	21	210	5	1	62	3
2/13/2021	Data Speed Issue	2/10/2021	S0316	Churn	No FCR	7/9/2021	Feb	2/9/2021	S0316-2	New site already plan onair in 150 days	Close	T2-1589	> 60	Week-7	1	495	149	2	12	180	2	1	96	3
1/25/2021	Data Speed Issue	1/24/2021	S0546	Churn	No FCR	6/22/2021	Jan	1/23/2021	S0546-1	New site already plan onair in 150 days	Close	T3-5641	50-60	Week-4	2	803	149	2	22	150	1	1	51	3
9/15/2021	Data Speed Issue	9/14/2021	S1360	Churn	No FCR	12/9/2021	Sep	9/10/2021	S1360-9	"Near by area Utilize ,New Solution require"	Close	T3-8963	> 60	Week-37	2	440	86	2	18	330	9	1	101	3
2/23/2021	Data Speed Issue	2/22/2021	S1307	Churn	No FCR	5/19/2021	Feb	2/18/2021	S1307-2	New site already plan onair in 150 days	Close	T3-8806	> 60	Week-8	3	449	86	2	9	120	2	1	96	3
2/6/2021	NW Fluctuation	2/3/2021	S0750	Churn	No FCR	3/2/2021	Feb	2/2/2021	S0750-2	Near by site power cut	Close	T2-1883	> 60	Week-6	3	609	27	2	5	60	2	1	100	3
8/19/2021	Data Speed Issue	8/16/2021	S0626	Churn	No FCR	12/13/2021	Aug	8/15/2021	S0626-8	New site already plan onair in 120 days	Close	T2-1801	> 60	Week-34	3	710	119	2	20	300	8	1	83	3
1/10/2021	Data Speed Issue	1/9/2021	S0883	Churn	No FCR	11/4/2021	Jan	1/8/2021	S0883-1	Near by area media issue	Close	T3-6990	> 60	Week-2	3	276	299	2	1	300	1	1	76	3
