Account Type,Affiliated Account,Mdm Id (Hospital Name.csv),HCPs Count
HCO,Vanderbilt University Medical Center,10018481,27
HCO,Vanderbilt University Medical Center,10018502,27
HCO,Vanderbilt University Medical Center,10018782,27
HCO,Vanderbilt University Medical Center,10018789,27
HCO,Vanderbilt University Medical Center,10019426,27
HCO,Vanderbilt University Medical Center,10019489,27
HCO,Vanderbilt University Medical Center,10019685,27
HCO,Vanderbilt University Medical Center,10019727,27
HCO,Vanderbilt University Medical Center,10020280,27
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10009691,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10010615,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10010671,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10010916,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10011091,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10011182,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10011196,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10011504,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10011623,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10011819,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10011833,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10011931,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10012232,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10012498,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10012617,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10013226,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10018243,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10018334,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10018383,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10018565,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10019020,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10019321,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10019874,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10019937,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10020105,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10020133,28
HCO,Jefferson Health-Thomas Jefferson University Hospitals,10020644,28
HCO,Tufts Medical Center,10009124,28
HCO,Tufts Medical Center,10009236,28
HCO,Tufts Medical Center,10009250,28
HCO,Tufts Medical Center,10009502,28
HCO,Tufts Medical Center,10009649,28
HCO,Tufts Medical Center,10009747,28
HCO,Tufts Medical Center,10009810,28
HCO,Tufts Medical Center,10009880,28
HCO,Tufts Medical Center,10010006,28
HCO,Tufts Medical Center,10010447,28
HCO,Tufts Medical Center,10010573,28
HCO,Tufts Medical Center,10010930,28
HCO,Tufts Medical Center,10011294,28
HCO,Tufts Medical Center,10011378,28
HCO,Tufts Medical Center,10011651,28
HCO,Tufts Medical Center,10011889,28
HCO,Tufts Medical Center,10012526,28
HCO,Tufts Medical Center,10018194,28
HCO,Tufts Medical Center,10018397,28
HCO,Tufts Medical Center,10018705,28
HCO,Tufts Medical Center,10018761,28
HCO,Tufts Medical Center,10018922,28
HCO,Tufts Medical Center,10019132,28
HCO,Tufts Medical Center,10019202,28
HCO,Tufts Medical Center,10019363,28
HCO,Tufts Medical Center,10019447,28
HCO,Tufts Medical Center,10019622,28
HCO,Tufts Medical Center,10019678,28
HCO,Tufts Medical Center,10019727,28
HCO,Tufts Medical Center,10019790,28
HCO,Tufts Medical Center,10019853,28
HCO,Tufts Medical Center,10020035,28
HCO,Tufts Medical Center,10020511,28
HCO,Tufts Medical Center,10020532,28
HCO,Tufts Medical Center,10020609,28
HCO,UT Southwestern Medical Center,10009138,28
HCO,UT Southwestern Medical Center,10009320,28
HCO,UT Southwestern Medical Center,10009635,28
HCO,UT Southwestern Medical Center,10009698,28
HCO,UT Southwestern Medical Center,10009915,28
HCO,UT Southwestern Medical Center,10009992,28
HCO,UT Southwestern Medical Center,10010153,28
HCO,UT Southwestern Medical Center,10010160,28
HCO,UT Southwestern Medical Center,10010188,28
HCO,UT Southwestern Medical Center,10010216,28
HCO,UT Southwestern Medical Center,10011084,28
HCO,UT Southwestern Medical Center,10011203,28
HCO,UT Southwestern Medical Center,10011238,28
HCO,UT Southwestern Medical Center,10011385,28
HCO,UT Southwestern Medical Center,10011630,28
HCO,UT Southwestern Medical Center,10011693,28
HCO,UT Southwestern Medical Center,10011784,28
HCO,UT Southwestern Medical Center,10011798,28
HCO,UT Southwestern Medical Center,10012449,28
HCO,UT Southwestern Medical Center,10012708,28
HCO,UT Southwestern Medical Center,10012946,28
HCO,UT Southwestern Medical Center,10013128,28
HCO,UT Southwestern Medical Center,10013254,28
HCO,UT Southwestern Medical Center,10018796,28
HCO,UT Southwestern Medical Center,10018831,28
HCO,UT Southwestern Medical Center,10019468,28
HCO,UT Southwestern Medical Center,10019482,28
HCO,UT Southwestern Medical Center,10019734,28
HCO,UT Southwestern Medical Center,10020231,28
HCO,UT Southwestern Medical Center,10020287,28
HCO,UT Southwestern Medical Center,10020385,28
HCO,UT Southwestern Medical Center,10020637,28
HCO,UT Southwestern Medical Center,10020854,28
HCO,Brigham And Women's Hospital,10009299,29
HCO,Brigham And Women's Hospital,10009663,29
HCO,Brigham And Women's Hospital,10009733,29
HCO,Brigham And Women's Hospital,10009782,29
HCO,Brigham And Women's Hospital,10009971,29
HCO,Brigham And Women's Hospital,10010293,29
HCO,Brigham And Women's Hospital,10010328,29
HCO,Brigham And Women's Hospital,10010944,29
HCO,Brigham And Women's Hospital,10010986,29
HCO,Brigham And Women's Hospital,10011168,29
HCO,Brigham And Women's Hospital,10011217,29
HCO,Brigham And Women's Hospital,10011385,29
HCO,Brigham And Women's Hospital,10011707,29
HCO,Brigham And Women's Hospital,10011756,29
HCO,Brigham And Women's Hospital,10011819,29
HCO,Brigham And Women's Hospital,10011826,29
HCO,Brigham And Women's Hospital,10011826,29
HCO,Brigham And Women's Hospital,10011840,29
HCO,Brigham And Women's Hospital,10011903,29
HCO,Brigham And Women's Hospital,10011973,29
HCO,Brigham And Women's Hospital,10012085,29
HCO,Brigham And Women's Hospital,10012610,29
HCO,Brigham And Women's Hospital,10012771,29
HCO,Brigham And Women's Hospital,10012953,29
HCO,Brigham And Women's Hospital,10013219,29
HCO,Brigham And Women's Hospital,10018117,29
HCO,Brigham And Women's Hospital,10018348,29
HCO,Brigham And Women's Hospital,10018355,29
HCO,Brigham And Women's Hospital,10018397,29
HCO,Brigham And Women's Hospital,10018684,29
HCO,Brigham And Women's Hospital,10018936,29
HCO,Brigham And Women's Hospital,10019874,29
HCO,Brigham And Women's Hospital,10020238,29
HCO,Brigham And Women's Hospital,10020616,29
HCO,Brigham And Women's Hospital,10020679,29
HCO,Brigham And Women's Hospital,10020777,29
HCO,Brigham And Women's Hospital,10020854,29
HCO,Morristown Medical Center,10009180,29
HCO,Morristown Medical Center,10009992,29
HCO,Morristown Medical Center,10010013,29
HCO,Morristown Medical Center,10010104,29
HCO,Morristown Medical Center,10010447,29
HCO,Morristown Medical Center,10010461,29
HCO,Morristown Medical Center,10010468,29
HCO,Morristown Medical Center,10011420,29
HCO,Morristown Medical Center,10011462,29
HCO,Morristown Medical Center,10011476,29
HCO,Morristown Medical Center,10011896,29
HCO,Morristown Medical Center,10012064,29
HCO,Morristown Medical Center,10012316,29
HCO,Morristown Medical Center,10012400,29
HCO,Morristown Medical Center,10012470,29
HCO,Morristown Medical Center,10012694,29
HCO,Morristown Medical Center,10012764,29
HCO,Morristown Medical Center,10012855,29
HCO,Morristown Medical Center,10013079,29
HCO,Morristown Medical Center,10013142,29
HCO,Morristown Medical Center,10013149,29
HCO,Morristown Medical Center,10013170,29
HCO,Morristown Medical Center,10019979,29
HCO,Morristown Medical Center,10020021,29
HCO,Morristown Medical Center,10021174,29
HCO,The Johns Hopkins Hospital,10009117,30
HCO,The Johns Hopkins Hospital,10009901,30
HCO,The Johns Hopkins Hospital,10011273,30
HCO,The Johns Hopkins Hospital,10011441,30
HCO,The Johns Hopkins Hospital,10011469,30
HCO,The Johns Hopkins Hospital,10011644,30
HCO,The Johns Hopkins Hospital,10011763,30
HCO,The Johns Hopkins Hospital,10012428,30
HCO,The Johns Hopkins Hospital,10012687,30
HCO,The Johns Hopkins Hospital,10013191,30
HCO,The Johns Hopkins Hospital,10018257,30
HCO,The Johns Hopkins Hospital,10019104,30
HCO,The Johns Hopkins Hospital,10019328,30
HCO,The Johns Hopkins Hospital,10019342,30
HCO,The Johns Hopkins Hospital,10019636,30
HCO,The Johns Hopkins Hospital,10020049,30
HCO,The Johns Hopkins Hospital,10020056,30
HCO,The Johns Hopkins Hospital,10020252,30
HCO,The Johns Hopkins Hospital,10020441,30
HCO,The Johns Hopkins Hospital,10020623,30
HCO,The Johns Hopkins Hospital,10020665,30
HCO,The Johns Hopkins Hospital,10020791,30
HCO,The Johns Hopkins Hospital,10020805,30
HCO,The Johns Hopkins Hospital,10021237,30
HCO,Northwestern Memorial Hospital,10009369,31
HCO,Northwestern Memorial Hospital,10009544,31
HCO,Northwestern Memorial Hospital,10009719,31
HCO,Northwestern Memorial Hospital,10009866,31
HCO,Northwestern Memorial Hospital,10010426,31
HCO,Northwestern Memorial Hospital,10010517,31
HCO,Northwestern Memorial Hospital,10010671,31
HCO,Northwestern Memorial Hospital,10011000,31
HCO,Northwestern Memorial Hospital,10011406,31
HCO,Northwestern Memorial Hospital,10011455,31
HCO,Northwestern Memorial Hospital,10011805,31
HCO,Northwestern Memorial Hospital,10011826,31
HCO,Northwestern Memorial Hospital,10012190,31
HCO,Northwestern Memorial Hospital,10012197,31
HCO,Northwestern Memorial Hospital,10012253,31
HCO,Northwestern Memorial Hospital,10012484,31
HCO,Northwestern Memorial Hospital,10012666,31
HCO,Northwestern Memorial Hospital,10012701,31
HCO,Northwestern Memorial Hospital,10012960,31
HCO,Northwestern Memorial Hospital,10013142,31
HCO,Northwestern Memorial Hospital,10018544,31
HCO,Northwestern Memorial Hospital,10019027,31
HCO,Northwestern Memorial Hospital,10019132,31
HCO,Northwestern Memorial Hospital,10019475,31
HCO,Northwestern Memorial Hospital,10019874,31
HCO,Northwestern Memorial Hospital,10020469,31
HCO,Cleveland Clinic Fairview Hospital,10009313,32
HCO,Cleveland Clinic Fairview Hospital,10009376,32
HCO,Cleveland Clinic Fairview Hospital,10009908,32
HCO,Cleveland Clinic Fairview Hospital,10010685,32
HCO,Cleveland Clinic Fairview Hospital,10010811,32
HCO,Cleveland Clinic Fairview Hospital,10010853,32
HCO,Cleveland Clinic Fairview Hospital,10011252,32
HCO,Cleveland Clinic Fairview Hospital,10011378,32
HCO,Cleveland Clinic Fairview Hospital,10011560,32
HCO,Cleveland Clinic Fairview Hospital,10011798,32
HCO,Cleveland Clinic Fairview Hospital,10012036,32
HCO,Cleveland Clinic Fairview Hospital,10012043,32
HCO,Cleveland Clinic Fairview Hospital,10012190,32
HCO,Cleveland Clinic Fairview Hospital,10012421,32
HCO,Cleveland Clinic Fairview Hospital,10012596,32
HCO,Cleveland Clinic Fairview Hospital,10012736,32
HCO,Cleveland Clinic Fairview Hospital,10012785,32
HCO,Cleveland Clinic Fairview Hospital,10012897,32
HCO,Cleveland Clinic Fairview Hospital,10018278,32
HCO,Cleveland Clinic Fairview Hospital,10018971,32
HCO,Cleveland Clinic Fairview Hospital,10019062,32
HCO,Cleveland Clinic Fairview Hospital,10019405,32
HCO,Cleveland Clinic Fairview Hospital,10020168,32
HCO,Cleveland Clinic Fairview Hospital,10020595,32
HCO,Emory University Hospital,10009222,32
HCO,Emory University Hospital,10009439,32
HCO,Emory University Hospital,10009530,32
HCO,Emory University Hospital,10009866,32
HCO,Emory University Hospital,10010062,32
HCO,Emory University Hospital,10011420,32
HCO,Emory University Hospital,10011595,32
HCO,Emory University Hospital,10011756,32
HCO,Emory University Hospital,10011973,32
HCO,Emory University Hospital,10012169,32
HCO,Emory University Hospital,10012211,32
HCO,Emory University Hospital,10012323,32
HCO,Emory University Hospital,10012372,32
HCO,Emory University Hospital,10012484,32
HCO,Emory University Hospital,10012519,32
HCO,Emory University Hospital,10012582,32
HCO,Emory University Hospital,10012862,32
HCO,Emory University Hospital,10012876,32
HCO,Emory University Hospital,10013023,32
HCO,Emory University Hospital,10013072,32
HCO,Emory University Hospital,10018271,32
HCO,Emory University Hospital,10018341,32
HCO,Emory University Hospital,10018376,32
HCO,Emory University Hospital,10018474,32
HCO,Emory University Hospital,10018894,32
HCO,Emory University Hospital,10019244,32
HCO,Emory University Hospital,10019587,32
HCO,Emory University Hospital,10019594,32
HCO,Emory University Hospital,10019720,32
HCO,Emory University Hospital,10019986,32
HCO,Emory University Hospital,10020406,32
HCO,Emory University Hospital,10020819,32
HCO,UPMC Presbyterian & Shadyside,10009096,32
HCO,UPMC Presbyterian & Shadyside,10009761,32
HCO,UPMC Presbyterian & Shadyside,10009950,32
HCO,UPMC Presbyterian & Shadyside,10010013,32
HCO,UPMC Presbyterian & Shadyside,10010097,32
HCO,UPMC Presbyterian & Shadyside,10010545,32
HCO,UPMC Presbyterian & Shadyside,10011609,32
HCO,UPMC Presbyterian & Shadyside,10012057,32
HCO,UPMC Presbyterian & Shadyside,10012190,32
HCO,UPMC Presbyterian & Shadyside,10012344,32
HCO,UPMC Presbyterian & Shadyside,10012540,32
HCO,UPMC Presbyterian & Shadyside,10012547,32
HCO,UPMC Presbyterian & Shadyside,10012554,32
HCO,UPMC Presbyterian & Shadyside,10012792,32
HCO,UPMC Presbyterian & Shadyside,10018271,32
HCO,UPMC Presbyterian & Shadyside,10018306,32
HCO,UPMC Presbyterian & Shadyside,10018411,32
HCO,UPMC Presbyterian & Shadyside,10018768,32
HCO,UPMC Presbyterian & Shadyside,10019188,32
HCO,UPMC Presbyterian & Shadyside,10019230,32
HCO,UPMC Presbyterian & Shadyside,10019594,32
HCO,UPMC Presbyterian & Shadyside,10019748,32
HCO,UPMC Presbyterian & Shadyside,10019839,32
HCO,UPMC Presbyterian & Shadyside,10019888,32
HCO,UPMC Presbyterian & Shadyside,10020021,32
HCO,UPMC Presbyterian & Shadyside,10020063,32
HCO,UPMC Presbyterian & Shadyside,10020091,32
HCO,UPMC Presbyterian & Shadyside,10020203,32
HCO,UPMC Presbyterian & Shadyside,10020266,32
HCO,UPMC Presbyterian & Shadyside,10020532,32
HCO,UPMC Presbyterian & Shadyside,10020763,32
HCO,UPMC Presbyterian & Shadyside,10021356,32
HCO,University Hospitals Cleveland Medical Center,10009166,34
HCO,University Hospitals Cleveland Medical Center,10009278,34
HCO,University Hospitals Cleveland Medical Center,10009285,34
HCO,University Hospitals Cleveland Medical Center,10010181,34
HCO,University Hospitals Cleveland Medical Center,10010433,34
HCO,University Hospitals Cleveland Medical Center,10010692,34
HCO,University Hospitals Cleveland Medical Center,10011189,34
HCO,University Hospitals Cleveland Medical Center,10012078,34
HCO,University Hospitals Cleveland Medical Center,10012274,34
HCO,University Hospitals Cleveland Medical Center,10012414,34
HCO,University Hospitals Cleveland Medical Center,10012603,34
HCO,University Hospitals Cleveland Medical Center,10012799,34
HCO,University Hospitals Cleveland Medical Center,10013100,34
HCO,University Hospitals Cleveland Medical Center,10018488,34
HCO,University Hospitals Cleveland Medical Center,10018607,34
HCO,University Hospitals Cleveland Medical Center,10018789,34
HCO,University Hospitals Cleveland Medical Center,10019006,34
HCO,University Hospitals Cleveland Medical Center,10019538,34
HCO,University Hospitals Cleveland Medical Center,10019804,34
HCO,University Hospitals Cleveland Medical Center,10019839,34
HCO,University Hospitals Cleveland Medical Center,10020210,34
HCO,University Hospitals Cleveland Medical Center,10020217,34
HCO,University Hospitals Cleveland Medical Center,10020623,34
HCO,University Hospitals Cleveland Medical Center,10020623,34
HCO,University Hospitals Cleveland Medical Center,10020707,34
HCO,University Hospitals Cleveland Medical Center,10021048,34
HCO,University Hospitals Cleveland Medical Center,10021132,34
HCO,Keck Hospital of USC,10009677,36
HCO,Keck Hospital of USC,10009789,36
HCO,Keck Hospital of USC,10009978,36
HCO,Keck Hospital of USC,10010307,36
HCO,Keck Hospital of USC,10010349,36
HCO,Keck Hospital of USC,10010475,36
HCO,Keck Hospital of USC,10010482,36
HCO,Keck Hospital of USC,10010699,36
HCO,Keck Hospital of USC,10010769,36
HCO,Keck Hospital of USC,10011861,36
HCO,Keck Hospital of USC,10012106,36
HCO,Keck Hospital of USC,10012148,36
HCO,Keck Hospital of USC,10012253,36
HCO,Keck Hospital of USC,10012316,36
HCO,Keck Hospital of USC,10012337,36
HCO,Keck Hospital of USC,10012568,36
HCO,Keck Hospital of USC,10013093,36
HCO,Keck Hospital of USC,10018838,36
HCO,Keck Hospital of USC,10018852,36
HCO,Keck Hospital of USC,10018873,36
HCO,Keck Hospital of USC,10018999,36
HCO,Keck Hospital of USC,10019153,36
HCO,Keck Hospital of USC,10019265,36
HCO,Keck Hospital of USC,10019314,36
HCO,Keck Hospital of USC,10019461,36
HCO,Keck Hospital of USC,10019713,36
HCO,Keck Hospital of USC,10019993,36
HCO,Keck Hospital of USC,10020126,36
HCO,Keck Hospital of USC,10020392,36
HCO,Keck Hospital of USC,10020588,36
HCO,Keck Hospital of USC,10021258,36
HCO,Keck Hospital of USC,10021426,36
HCO,UCLA Medical Center - Santa Monica ,10009306,36
HCO,UCLA Medical Center - Santa Monica ,10009348,36
HCO,UCLA Medical Center - Santa Monica ,10009460,36
HCO,UCLA Medical Center - Santa Monica ,10009887,36
HCO,UCLA Medical Center - Santa Monica ,10009978,36
HCO,UCLA Medical Center - Santa Monica ,10010048,36
HCO,UCLA Medical Center - Santa Monica ,10010244,36
HCO,UCLA Medical Center - Santa Monica ,10010370,36
HCO,UCLA Medical Center - Santa Monica ,10010601,36
HCO,UCLA Medical Center - Santa Monica ,10011098,36
HCO,UCLA Medical Center - Santa Monica ,10011217,36
HCO,UCLA Medical Center - Santa Monica ,10011672,36
HCO,UCLA Medical Center - Santa Monica ,10011693,36
HCO,UCLA Medical Center - Santa Monica ,10012239,36
HCO,UCLA Medical Center - Santa Monica ,10012281,36
HCO,UCLA Medical Center - Santa Monica ,10012379,36
HCO,UCLA Medical Center - Santa Monica ,10012589,36
HCO,UCLA Medical Center - Santa Monica ,10012652,36
HCO,UCLA Medical Center - Santa Monica ,10012729,36
HCO,UCLA Medical Center - Santa Monica ,10012729,36
HCO,UCLA Medical Center - Santa Monica ,10012743,36
HCO,UCLA Medical Center - Santa Monica ,10012764,36
HCO,UCLA Medical Center - Santa Monica ,10012778,36
HCO,UCLA Medical Center - Santa Monica ,10012778,36
HCO,UCLA Medical Center - Santa Monica ,10012813,36
HCO,UCLA Medical Center - Santa Monica ,10012925,36
HCO,UCLA Medical Center - Santa Monica ,10018348,36
HCO,UCLA Medical Center - Santa Monica ,10018397,36
HCO,UCLA Medical Center - Santa Monica ,10018593,36
HCO,UCLA Medical Center - Santa Monica ,10018635,36
HCO,UCLA Medical Center - Santa Monica ,10018873,36
HCO,UCLA Medical Center - Santa Monica ,10019559,36
HCO,UCLA Medical Center - Santa Monica ,10019706,36
HCO,UCLA Medical Center - Santa Monica ,10019727,36
HCO,UCLA Medical Center - Santa Monica ,10019916,36
HCO,UCLA Medical Center - Santa Monica ,10019951,36
HCO,UCLA Medical Center - Santa Monica ,10020210,36
HCO,UCLA Medical Center - Santa Monica ,10020490,36
HCO,UCLA Medical Center - Santa Monica ,10020623,36
HCO,UCLA Medical Center - Santa Monica ,10020749,36
HCO,UCLA Medical Center - Santa Monica ,10021230,36
HCO,UCLA Medical Center - Santa Monica ,10021293,36
HCO,"University of California, Davis Medical Center",10009068,57
HCO,"University of California, Davis Medical Center",10009152,57
HCO,"University of California, Davis Medical Center",10009229,57
HCO,"University of California, Davis Medical Center",10009467,57
HCO,"University of California, Davis Medical Center",10009579,57
HCO,"University of California, Davis Medical Center",10009684,57
HCO,"University of California, Davis Medical Center",10009712,57
HCO,"University of California, Davis Medical Center",10009726,57
HCO,"University of California, Davis Medical Center",10009733,57
HCO,"University of California, Davis Medical Center",10009754,57
HCO,"University of California, Davis Medical Center",10009796,57
HCO,"University of California, Davis Medical Center",10009852,57
HCO,"University of California, Davis Medical Center",10009873,57
HCO,"University of California, Davis Medical Center",10009964,57
HCO,"University of California, Davis Medical Center",10010216,57
HCO,"University of California, Davis Medical Center",10010258,57
HCO,"University of California, Davis Medical Center",10010454,57
HCO,"University of California, Davis Medical Center",10010594,57
HCO,"University of California, Davis Medical Center",10010664,57
HCO,"University of California, Davis Medical Center",10010741,57
HCO,"University of California, Davis Medical Center",10010748,57
HCO,"University of California, Davis Medical Center",10011042,57
HCO,"University of California, Davis Medical Center",10011161,57
HCO,"University of California, Davis Medical Center",10011329,57
HCO,"University of California, Davis Medical Center",10011336,57
HCO,"University of California, Davis Medical Center",10011378,57
HCO,"University of California, Davis Medical Center",10011448,57
HCO,"University of California, Davis Medical Center",10011504,57
HCO,"University of California, Davis Medical Center",10011525,57
HCO,"University of California, Davis Medical Center",10011637,57
HCO,"University of California, Davis Medical Center",10011700,57
HCO,"University of California, Davis Medical Center",10012155,57
HCO,"University of California, Davis Medical Center",10012267,57
HCO,"University of California, Davis Medical Center",10012309,57
HCO,"University of California, Davis Medical Center",10012330,57
HCO,"University of California, Davis Medical Center",10012337,57
HCO,"University of California, Davis Medical Center",10012379,57
HCO,"University of California, Davis Medical Center",10012393,57
HCO,"University of California, Davis Medical Center",10012575,57
HCO,"University of California, Davis Medical Center",10012673,57
HCO,"University of California, Davis Medical Center",10012708,57
HCO,"University of California, Davis Medical Center",10012729,57
HCO,"University of California, Davis Medical Center",10012869,57
HCO,"University of California, Davis Medical Center",10012883,57
HCO,"University of California, Davis Medical Center",10013233,57
HCO,"University of California, Davis Medical Center",10018187,57
HCO,"University of California, Davis Medical Center",10018572,57
HCO,"University of California, Davis Medical Center",10018740,57
HCO,"University of California, Davis Medical Center",10018761,57
HCO,"University of California, Davis Medical Center",10018985,57
HCO,"University of California, Davis Medical Center",10019097,57
HCO,"University of California, Davis Medical Center",10019258,57
HCO,"University of California, Davis Medical Center",10019377,57
HCO,"University of California, Davis Medical Center",10019566,57
HCO,"University of California, Davis Medical Center",10019769,57
HCO,"University of California, Davis Medical Center",10019790,57
HCO,"University of California, Davis Medical Center",10019902,57
HCO,"University of California, Davis Medical Center",10020119,57
HCO,"University of California, Davis Medical Center",10020357,57
HCO,"University of California, Davis Medical Center",10020462,57
HCO,"University of California, Davis Medical Center",10020532,57
HCO,"University of California, Davis Medical Center",10020658,57
